,id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,No,Yes
501,502,404.0,352.0,1802.0,0.0,2.3084873670979085,8,1.0,0,0,93,99,81,67,87,76,60,0.0,1.0
502,503,222.0,396.0,927.0,1.0,-0.43318409026302795,4,0.0,30,1,91,79,78,95,86,89,100,1.0,0.0
503,504,252.0,547.0,1073.0,0.0,-0.43318409026302795,4,0.0,32,0,86,99,77,61,72,92,70,1.0,0.0
504,505,408.0,479.0,1818.0,0.0,-0.43318409026302795,8,0.0,15,0,81,80,85,93,68,75,90,1.0,0.0
505,506,378.0,220.0,1698.0,0.0,-0.43318409026302795,6,0.0,15,0,97,94,94,83,91,65,96,1.0,0.0
506,507,325.0,440.0,1428.0,0.0,-0.43318409026302795,3,1.0,4,0,90,95,89,93,92,99,88,0.0,1.0
507,508,151.0,603.0,638.0,1.0,-0.43318409026302795,1,1.0,27,1,90,91,62,82,76,70,64,0.0,1.0
508,509,340.0,265.0,1519.0,1.0,-0.43318409026302795,5,0.0,33,1,82,92,95,61,84,81,82,1.0,0.0
509,510,111.0,396.0,455.0,1.0,-0.43318409026302795,7,0.0,25,1,91,94,89,74,60,77,77,1.0,0.0
510,511,377.0,519.0,1695.0,0.0,-0.43318409026302795,0,0.0,29,0,70,94,67,74,84,95,65,1.0,0.0
511,512,120.0,511.0,526.0,0.0,-0.43318409026302795,2,0.0,13,0,60,75,70,96,63,82,80,1.0,0.0
512,513,149.0,337.0,614.0,0.0,-0.43318409026302795,3,0.0,49,0,85,96,99,94,95,92,95,1.0,0.0
513,514,222.0,483.0,930.0,1.0,-0.43318409026302795,6,0.0,34,1,82,85,72,69,63,99,68,1.0,0.0
514,515,24.0,54.0,89.0,1.0,2.3084873670979085,4,0.0,28,1,83,79,92,69,85,71,95,1.0,0.0
515,516,185.0,90.0,723.0,0.0,-0.43318409026302795,2,0.0,44,0,96,88,100,95,85,94,93,1.0,0.0
516,517,13.0,551.0,41.0,0.0,-0.43318409026302795,1,0.0,14,0,85,87,78,72,91,88,93,1.0,0.0
517,518,154.0,528.0,652.0,0.0,-0.43318409026302795,4,0.0,1,0,95,61,84,98,63,66,80,1.0,0.0
518,519,424.0,259.0,1895.0,1.0,-0.43318409026302795,6,0.0,22,1,97,92,87,61,75,62,94,1.0,0.0
519,520,310.0,496.0,1329.0,0.0,-0.43318409026302795,2,0.0,11,0,95,69,91,97,89,84,66,1.0,0.0
520,521,108.0,686.0,452.0,0.0,-0.43318409026302795,3,0.0,2,0,69,98,77,63,88,64,60,1.0,0.0
521,522,205.0,666.0,845.0,0.0,-0.43318409026302795,9,0.0,3,0,84,55,65,62,56,91,81,1.0,0.0
522,523,26.0,338.0,114.0,0.0,-0.43318409026302795,5,0.0,28,0,92,100,100,98,83,75,72,1.0,0.0
523,524,448.0,8.0,1968.0,1.0,2.3084873670979085,2,0.0,0,1,87,95,78,82,53,59,66,1.0,0.0
524,525,313.0,424.0,1380.0,1.0,-0.43318409026302795,5,0.0,22,1,97,87,90,70,96,75,93,1.0,0.0
525,526,154.0,429.0,650.0,0.0,2.3084873670979085,8,0.0,3,0,92,96,77,95,63,57,90,1.0,0.0
526,527,363.0,284.0,1622.0,1.0,-0.43318409026302795,2,0.0,25,1,72,91,68,79,98,71,89,1.0,0.0
527,528,124.0,553.0,536.0,0.0,-0.43318409026302795,3,1.0,1,0,50,55,96,72,55,50,64,0.0,1.0
528,529,132.0,336.0,564.0,0.0,-0.43318409026302795,7,0.0,37,0,97,96,93,94,91,96,87,1.0,0.0
529,530,312.0,129.0,1355.0,0.0,-0.43318409026302795,3,1.0,28,0,89,77,69,72,63,84,99,0.0,1.0
530,531,91.0,233.0,356.0,0.0,-0.43318409026302795,3,0.0,30,0,77,76,90,95,94,99,94,1.0,0.0
531,532,113.0,324.0,462.0,1.0,-0.43318409026302795,1,0.0,19,1,91,89,66,69,100,88,79,1.0,0.0
532,533,53.0,548.0,219.0,1.0,2.3084873670979085,7,0.0,2,1,64,92,70,81,85,55,76,1.0,0.0
533,534,347.0,576.0,1544.0,0.0,2.3084873670979085,4,0.0,26,0,71,87,63,73,89,77,66,1.0,0.0
534,535,419.0,129.0,1853.0,1.0,-0.43318409026302795,10,1.0,0,1,56,79,74,66,92,57,61,0.0,1.0
535,536,174.0,248.0,688.0,1.0,-0.43318409026302795,4,0.0,5,1,87,70,98,64,65,78,83,1.0,0.0
536,537,315.0,558.0,1411.0,0.0,-0.43318409026302795,0,0.0,17,0,99,69,85,91,77,88,75,1.0,0.0
537,538,93.0,456.0,393.0,1.0,-0.43318409026302795,2,0.0,26,1,98,88,76,72,92,81,89,1.0,0.0
538,539,298.0,166.0,1260.0,1.0,-0.43318409026302795,2,0.0,32,1,87,83,74,61,81,72,98,1.0,0.0
539,540,269.0,274.0,1168.0,0.0,-0.43318409026302795,6,1.0,16,0,88,96,90,92,68,97,73,0.0,1.0
540,541,315.0,484.0,1408.0,0.0,2.3084873670979085,8,0.0,2,0,71,52,53,64,89,76,70,1.0,0.0
541,542,380.0,670.0,1719.0,1.0,-0.43318409026302795,2,0.0,35,1,96,90,91,95,99,95,99,1.0,0.0
542,543,323.0,686.0,1425.0,0.0,-0.43318409026302795,0,0.0,17,0,81,95,99,65,56,79,98,1.0,0.0
543,544,245.0,269.0,1047.0,0.0,-0.43318409026302795,9,0.0,3,0,94,92,63,84,79,66,96,1.0,0.0
544,545,91.0,592.0,362.0,0.0,2.3084873670979085,3,0.0,47,0,94,87,98,90,92,88,100,1.0,0.0
545,546,24.0,633.0,104.0,1.0,-0.43318409026302795,0,0.0,29,1,98,87,75,63,85,88,75,1.0,0.0
546,547,185.0,582.0,729.0,0.0,-0.43318409026302795,10,0.0,5,0,100,58,54,97,58,51,80,1.0,0.0
547,548,93.0,505.0,397.0,1.0,-0.43318409026302795,3,1.0,12,1,66,89,65,99,84,84,86,0.0,1.0
548,549,151.0,457.0,633.0,1.0,-0.43318409026302795,2,0.0,35,1,94,99,97,94,85,97,97,1.0,0.0
549,550,260.0,669.0,1126.0,0.0,2.3084873670979085,0,0.0,3,0,83,90,93,89,64,63,82,1.0,0.0
550,551,173.0,395.0,685.0,1.0,2.3084873670979085,8,0.0,2,1,92,54,50,88,90,91,95,1.0,0.0
551,552,340.0,583.0,1523.0,1.0,-0.43318409026302795,10,0.0,35,1,93,100,90,94,97,98,98,1.0,0.0
552,553,9.0,161.0,27.0,1.0,2.3084873670979085,1,0.0,7,1,69,92,84,98,98,83,87,1.0,0.0
553,554,74.0,166.0,288.0,0.0,-0.43318409026302795,4,0.0,15,0,94,71,63,73,66,90,91,1.0,0.0
554,555,86.0,129.0,339.0,0.0,-0.43318409026302795,1,0.0,3,0,100,92,95,90,67,81,66,1.0,0.0
555,556,237.0,180.0,1014.0,1.0,-0.43318409026302795,2,0.0,35,1,96,92,98,100,94,93,86,1.0,0.0
556,557,84.0,531.0,333.0,1.0,-0.43318409026302795,3,1.0,28,1,76,87,99,69,89,93,85,0.0,1.0
557,558,104.0,444.0,428.0,0.0,-0.43318409026302795,9,0.0,4,0,77,62,94,65,77,77,95,1.0,0.0
558,559,237.0,431.0,1021.0,1.0,-0.43318409026302795,1,1.0,4,1,84,67,79,60,69,80,98,0.0,1.0
559,560,68.0,694.0,274.0,1.0,-0.43318409026302795,3,1.0,16,1,95,61,68,75,64,76,66,0.0,1.0
560,561,93.0,297.0,384.0,1.0,-0.43318409026302795,1,0.0,26,1,90,64,94,84,66,61,72,1.0,0.0
561,562,417.0,686.0,1846.0,1.0,-0.43318409026302795,3,0.0,30,1,96,89,73,75,99,89,71,1.0,0.0
562,563,204.0,642.0,839.0,0.0,2.3084873670979085,6,0.0,2,0,80,81,92,73,71,71,84,1.0,0.0
563,564,10.0,168.0,32.0,0.0,-0.43318409026302795,2,0.0,34,0,87,83,75,73,92,91,71,1.0,0.0
564,565,222.0,486.0,931.0,1.0,-0.43318409026302795,10,0.0,0,1,94,75,91,64,67,93,65,1.0,0.0
565,566,394.0,81.0,1753.0,0.0,-0.43318409026302795,10,1.0,3,0,87,82,88,100,73,96,75,0.0,1.0
566,567,137.0,129.0,577.0,1.0,-0.43318409026302795,2,0.0,30,1,95,97,88,77,96,96,74,1.0,0.0
567,568,8.0,198.0,23.0,1.0,2.3084873670979085,3,1.0,15,1,85,96,82,64,82,94,81,0.0,1.0
568,569,55.0,247.0,224.0,1.0,-0.43318409026302795,8,1.0,1,1,67,65,77,72,94,88,77,0.0,1.0
569,570,445.0,638.0,1960.0,1.0,-0.43318409026302795,3,1.0,6,1,84,100,92,82,85,70,69,0.0,1.0
570,571,337.0,309.0,1489.0,0.0,-0.43318409026302795,7,1.0,1,0,83,88,90,100,71,98,96,0.0,1.0
571,572,313.0,573.0,1386.0,1.0,2.3084873670979085,9,1.0,5,1,67,78,68,51,77,72,78,0.0,1.0
572,573,75.0,522.0,295.0,1.0,-0.43318409026302795,1,0.0,30,1,75,92,72,88,92,77,84,1.0,0.0
573,574,35.0,380.0,164.0,1.0,-0.43318409026302795,3,1.0,8,1,67,76,70,73,81,85,80,0.0,1.0
574,575,416.0,18.0,1842.0,1.0,2.3084873670979085,9,0.0,5,1,67,54,51,72,75,60,88,1.0,0.0
575,576,362.0,134.0,1608.0,0.0,-0.43318409026302795,1,0.0,5,0,72,91,78,97,86,93,77,1.0,0.0
576,577,230.0,257.0,966.0,1.0,-0.43318409026302795,4,0.0,4,1,78,98,76,68,86,91,82,1.0,0.0
577,578,10.0,548.0,34.0,0.0,-0.43318409026302795,1,0.0,47,0,85,87,92,96,92,90,88,1.0,0.0
578,579,423.0,607.0,1894.0,0.0,-0.43318409026302795,3,1.0,16,0,100,70,69,61,100,65,81,0.0,1.0
579,580,93.0,84.0,375.0,1.0,2.3084873670979085,5,0.0,3,1,56,59,89,68,79,83,68,1.0,0.0
580,581,91.0,262.0,357.0,0.0,-0.43318409026302795,5,1.0,32,0,93,75,83,99,100,91,74,0.0,1.0
581,582,210.0,320.0,872.0,0.0,-0.43318409026302795,2,0.0,31,0,89,91,85,69,76,92,94,1.0,0.0
582,583,435.0,112.0,1923.0,1.0,-0.43318409026302795,3,0.0,6,1,59,88,74,92,72,97,64,1.0,0.0
583,584,276.0,73.0,1184.0,0.0,-0.43318409026302795,3,0.0,16,0,99,70,74,65,99,74,62,1.0,0.0
584,585,168.0,545.0,673.0,1.0,-0.43318409026302795,6,0.0,34,1,89,89,85,74,78,87,82,1.0,0.0
585,586,285.0,440.0,1227.0,1.0,-0.43318409026302795,3,0.0,26,1,86,63,78,78,80,67,97,1.0,0.0
586,587,411.0,255.0,1827.0,0.0,-0.43318409026302795,6,0.0,21,0,79,65,91,65,61,88,95,1.0,0.0
587,588,69.0,366.0,277.0,1.0,-0.43318409026302795,3,0.0,46,1,96,89,91,90,90,91,99,1.0,0.0
588,589,309.0,77.0,1324.0,0.0,-0.43318409026302795,6,0.0,48,0,95,90,85,90,96,89,96,1.0,0.0
589,590,151.0,68.0,624.0,1.0,2.3084873670979085,1,0.0,46,1,96,85,90,95,100,96,88,1.0,0.0
590,591,312.0,529.0,1356.0,0.0,2.3084873670979085,3,0.0,28,0,95,80,64,97,85,94,60,1.0,0.0
591,592,119.0,81.0,489.0,1.0,2.3084873670979085,4,0.0,2,1,80,62,84,95,71,85,87,1.0,0.0
592,593,448.0,333.0,1980.0,1.0,2.3084873670979085,0,0.0,32,1,86,70,73,85,67,91,98,1.0,0.0
593,594,151.0,495.0,635.0,1.0,2.3084873670979085,10,0.0,5,1,42,95,99,61,62,77,99,1.0,0.0
594,595,446.0,664.0,1964.0,0.0,-0.43318409026302795,4,0.0,31,0,80,93,93,94,81,81,78,1.0,0.0
595,596,422.0,516.0,1886.0,1.0,-0.43318409026302795,4,1.0,1,1,79,97,100,94,65,62,76,0.0,1.0
596,597,441.0,634.0,1951.0,0.0,2.3084873670979085,9,1.0,4,0,43,63,91,67,74,71,88,0.0,1.0
597,598,207.0,81.0,850.0,1.0,-0.43318409026302795,2,1.0,8,1,58,84,95,66,99,91,70,0.0,1.0
598,599,42.0,576.0,192.0,0.0,-0.43318409026302795,3,1.0,23,0,86,73,83,93,46,91,70,0.0,1.0
599,600,276.0,442.0,1186.0,0.0,-0.43318409026302795,1,0.0,23,0,96,91,97,84,89,82,75,1.0,0.0
600,601,168.0,493.0,672.0,1.0,-0.43318409026302795,1,0.0,28,1,91,88,98,89,75,91,92,1.0,0.0
601,602,315.0,482.0,1407.0,0.0,-0.43318409026302795,1,0.0,7,0,85,62,77,62,80,88,83,1.0,0.0
602,603,404.0,383.0,1804.0,0.0,-0.43318409026302795,0,0.0,5,0,87,91,93,92,97,95,99,1.0,0.0
603,604,410.0,290.0,1823.0,0.0,-0.43318409026302795,2,0.0,4,0,60,91,85,67,98,61,64,1.0,0.0
604,605,204.0,261.0,823.0,0.0,-0.43318409026302795,2,0.0,26,0,76,85,67,60,100,63,64,1.0,0.0
605,606,250.0,579.0,1067.0,0.0,-0.43318409026302795,4,1.0,33,0,84,89,74,79,86,93,95,0.0,1.0
606,607,65.0,480.0,268.0,0.0,-0.43318409026302795,4,1.0,34,0,87,94,74,84,77,82,85,0.0,1.0
607,608,375.0,8.0,1676.0,0.0,2.3084873670979085,4,0.0,16,0,82,79,64,75,93,82,60,1.0,0.0
608,609,93.0,10.0,371.0,1.0,-0.43318409026302795,4,0.0,3,1,64,61,73,70,87,75,100,1.0,0.0
609,610,448.0,601.0,1990.0,1.0,-0.43318409026302795,3,0.0,25,1,77,80,88,84,84,92,82,1.0,0.0
610,611,104.0,494.0,429.0,0.0,-0.43318409026302795,0,0.0,4,0,86,82,90,69,66,93,94,1.0,0.0
611,612,254.0,293.0,1087.0,1.0,-0.43318409026302795,0,0.0,4,1,81,84,76,88,84,89,87,1.0,0.0
612,613,311.0,295.0,1340.0,0.0,-0.43318409026302795,3,0.0,21,0,91,90,92,78,67,86,71,1.0,0.0
613,614,148.0,124.0,600.0,0.0,-0.43318409026302795,7,0.0,4,0,72,99,61,67,95,98,89,1.0,0.0
614,615,301.0,631.0,1287.0,0.0,-0.43318409026302795,3,0.0,24,0,80,70,80,96,72,99,65,1.0,0.0
615,616,231.0,490.0,989.0,1.0,-0.43318409026302795,2,0.0,16,1,90,89,98,70,79,60,92,1.0,0.0
616,617,231.0,342.0,987.0,1.0,-0.43318409026302795,10,0.0,2,1,72,51,52,98,50,90,63,1.0,0.0
617,618,431.0,557.0,1915.0,1.0,-0.43318409026302795,3,0.0,35,1,93,85,89,93,90,91,88,1.0,0.0
618,619,253.0,84.0,1075.0,1.0,-0.43318409026302795,2,0.0,24,1,95,85,90,94,91,84,85,1.0,0.0
619,620,373.0,130.0,1659.0,1.0,-0.43318409026302795,2,1.0,46,1,86,93,89,90,100,86,93,0.0,1.0
620,621,171.0,604.0,683.0,0.0,-0.43318409026302795,6,0.0,1,0,89,55,89,67,55,64,70,1.0,0.0
621,622,119.0,388.0,506.0,1.0,-0.43318409026302795,5,0.0,26,1,90,75,67,85,64,95,96,1.0,0.0
622,623,448.0,75.0,1972.0,1.0,-0.43318409026302795,1,0.0,5,1,79,95,81,67,66,71,66,1.0,0.0
623,624,233.0,415.0,995.0,0.0,2.3084873670979085,5,0.0,17,0,86,88,98,66,62,95,90,1.0,0.0
624,625,279.0,373.0,1213.0,1.0,-0.43318409026302795,3,0.0,4,1,83,78,68,72,77,89,70,1.0,0.0
625,626,263.0,686.0,1136.0,1.0,-0.43318409026302795,6,0.0,27,1,85,92,62,95,65,89,95,1.0,0.0
626,627,298.0,487.0,1267.0,1.0,-0.43318409026302795,3,0.0,0,1,66,78,86,87,64,65,64,1.0,0.0
627,628,155.0,129.0,653.0,1.0,-0.43318409026302795,6,1.0,16,1,93,80,60,62,43,68,67,0.0,1.0
628,629,381.0,653.0,1725.0,1.0,-0.43318409026302795,6,1.0,14,1,65,89,79,95,71,61,62,0.0,1.0
629,630,92.0,363.0,367.0,0.0,2.3084873670979085,2,0.0,5,0,52,66,98,83,92,82,91,1.0,0.0
630,631,310.0,222.0,1328.0,0.0,-0.43318409026302795,3,1.0,31,0,90,80,84,70,65,89,64,0.0,1.0
631,632,148.0,601.0,608.0,0.0,-0.43318409026302795,2,1.0,4,0,83,89,99,100,73,86,88,0.0,1.0
632,633,443.0,349.0,1956.0,1.0,-0.43318409026302795,1,0.0,5,1,62,89,72,68,85,80,75,1.0,0.0
633,634,278.0,42.0,1192.0,0.0,-0.43318409026302795,1,0.0,11,0,98,72,99,84,60,95,93,1.0,0.0
634,635,137.0,282.0,578.0,1.0,-0.43318409026302795,8,1.0,12,1,76,75,74,67,76,82,79,0.0,1.0
635,636,181.0,328.0,710.0,0.0,-0.43318409026302795,0,0.0,5,0,97,62,98,70,67,71,70,1.0,0.0
636,637,310.0,94.0,1327.0,0.0,2.3084873670979085,6,0.0,1,0,63,60,95,99,87,58,66,1.0,0.0
637,638,9.0,89.0,26.0,1.0,-0.43318409026302795,5,0.0,2,1,98,99,64,88,72,87,99,1.0,0.0
638,639,294.0,104.0,1247.0,0.0,2.3084873670979085,10,0.0,1,0,78,84,84,61,88,67,92,1.0,0.0
639,640,277.0,13.0,1188.0,0.0,-0.43318409026302795,2,1.0,30,0,85,77,89,77,84,71,71,0.0,1.0
640,641,117.0,578.0,482.0,1.0,-0.43318409026302795,6,0.0,0,1,59,100,84,93,70,56,74,1.0,0.0
641,642,46.0,223.0,204.0,0.0,-0.43318409026302795,2,1.0,6,0,99,77,88,60,93,61,96,0.0,1.0
642,643,435.0,580.0,1928.0,1.0,-0.43318409026302795,6,1.0,24,1,76,62,86,80,47,85,71,0.0,1.0
643,644,338.0,267.0,1500.0,0.0,-0.43318409026302795,7,0.0,26,0,80,90,85,89,85,80,68,1.0,0.0
644,645,373.0,686.0,1670.0,1.0,-0.43318409026302795,7,0.0,0,1,82,74,92,50,77,98,100,1.0,0.0
645,646,274.0,397.0,1179.0,1.0,-0.43318409026302795,1,0.0,18,1,89,64,72,61,75,68,83,1.0,0.0
646,647,313.0,644.0,1389.0,1.0,-0.43318409026302795,4,0.0,20,1,89,79,75,80,97,94,68,1.0,0.0
647,648,36.0,317.0,167.0,0.0,-0.43318409026302795,0,0.0,23,0,86,89,94,95,60,90,90,1.0,0.0
648,649,403.0,270.0,1789.0,1.0,2.3084873670979085,4,0.0,4,1,65,76,92,86,93,61,97,1.0,0.0
649,650,86.0,479.0,343.0,0.0,-0.43318409026302795,4,0.0,30,0,77,95,77,84,60,90,89,1.0,0.0
650,651,149.0,312.0,613.0,0.0,-0.43318409026302795,4,0.0,34,0,88,85,68,62,64,99,66,1.0,0.0
651,652,349.0,336.0,1553.0,0.0,-0.43318409026302795,1,0.0,26,0,98,77,94,87,44,85,61,1.0,0.0
652,653,345.0,654.0,1538.0,1.0,-0.43318409026302795,5,0.0,27,1,84,86,90,80,72,99,85,1.0,0.0
653,654,268.0,545.0,1153.0,0.0,-0.43318409026302795,1,1.0,18,0,91,85,66,83,70,71,80,0.0,1.0
654,655,337.0,288.0,1488.0,0.0,-0.43318409026302795,4,0.0,39,0,97,95,94,90,86,85,95,1.0,0.0
655,656,333.0,165.0,1465.0,0.0,-0.43318409026302795,7,1.0,29,0,77,88,63,87,71,93,84,0.0,1.0
656,657,202.0,490.0,795.0,1.0,-0.43318409026302795,0,1.0,27,1,100,84,93,96,97,70,95,0.0,1.0
657,658,93.0,27.0,373.0,1.0,2.3084873670979085,3,1.0,17,1,93,70,62,99,63,83,60,0.0,1.0
658,659,412.0,258.0,1830.0,0.0,2.3084873670979085,5,1.0,31,0,93,99,79,78,64,87,76,0.0,1.0
659,660,278.0,375.0,1202.0,0.0,2.3084873670979085,4,0.0,13,0,94,89,74,75,73,78,61,1.0,0.0
660,661,148.0,389.0,603.0,0.0,-0.43318409026302795,4,1.0,12,0,88,86,79,93,68,92,99,0.0,1.0
661,662,376.0,10.0,1686.0,1.0,2.3084873670979085,10,0.0,0,1,93,95,94,70,83,86,94,1.0,0.0
662,663,450.0,334.0,1995.0,1.0,-0.43318409026302795,2,1.0,21,1,83,75,84,68,95,80,88,0.0,1.0
663,664,269.0,150.0,1164.0,0.0,2.3084873670979085,3,0.0,28,0,96,93,100,96,97,81,72,1.0,0.0
664,665,18.0,280.0,62.0,0.0,2.3084873670979085,8,0.0,35,0,87,88,93,88,96,85,94,1.0,0.0
665,666,134.0,138.0,570.0,1.0,-0.43318409026302795,9,1.0,24,1,95,82,84,69,63,85,69,0.0,1.0
666,667,346.0,50.0,1540.0,1.0,-0.43318409026302795,1,0.0,28,1,87,87,86,84,66,83,81,1.0,0.0
667,668,222.0,237.0,922.0,1.0,-0.43318409026302795,9,0.0,0,1,43,95,64,95,66,67,74,1.0,0.0
668,669,243.0,440.0,1038.0,0.0,2.3084873670979085,6,0.0,0,0,40,100,88,79,71,86,89,1.0,0.0
669,670,229.0,176.0,957.0,1.0,-0.43318409026302795,2,0.0,3,1,64,70,98,82,100,72,78,1.0,0.0
670,671,269.0,448.0,1171.0,0.0,-0.43318409026302795,3,0.0,16,0,72,79,95,68,75,70,88,1.0,0.0
671,672,246.0,163.0,1052.0,0.0,-0.43318409026302795,2,0.0,26,0,77,96,86,84,90,85,91,1.0,0.0
672,673,315.0,396.0,1404.0,0.0,2.3084873670979085,10,1.0,4,0,40,86,53,63,50,87,77,0.0,1.0
673,674,206.0,612.0,847.0,1.0,-0.43318409026302795,2,0.0,24,1,100,89,90,96,72,90,86,1.0,0.0
674,675,188.0,639.0,734.0,1.0,-0.43318409026302795,5,1.0,22,1,89,93,95,88,72,76,71,0.0,1.0
675,676,177.0,230.0,696.0,0.0,2.3084873670979085,2,0.0,14,0,97,74,76,72,62,69,90,1.0,0.0
676,677,419.0,460.0,1860.0,1.0,-0.43318409026302795,2,0.0,21,1,100,77,74,61,81,96,96,1.0,0.0
677,678,448.0,344.0,1982.0,1.0,-0.43318409026302795,4,0.0,29,1,81,88,85,89,81,91,98,1.0,0.0
678,679,204.0,686.0,842.0,0.0,-0.43318409026302795,6,0.0,3,0,100,91,53,78,55,91,74,1.0,0.0
679,680,203.0,518.0,804.0,1.0,-0.43318409026302795,2,0.0,4,1,80,65,96,73,84,92,73,1.0,0.0
680,681,452.0,90.0,1997.0,1.0,-0.43318409026302795,5,0.0,19,1,79,88,83,84,78,72,79,1.0,0.0
681,682,107.0,182.0,440.0,1.0,-0.43318409026302795,3,0.0,33,1,96,64,100,87,88,60,62,1.0,0.0
682,683,16.0,8.0,46.0,0.0,-0.43318409026302795,1,0.0,24,0,95,81,91,62,36,79,69,1.0,0.0
683,684,202.0,341.0,793.0,1.0,-0.43318409026302795,4,0.0,29,1,86,68,65,64,95,82,87,1.0,0.0
684,685,253.0,129.0,1076.0,1.0,-0.43318409026302795,1,1.0,27,1,86,97,72,90,95,99,76,0.0,1.0
685,686,180.0,115.0,701.0,0.0,-0.43318409026302795,2,0.0,20,0,87,68,66,83,92,81,80,1.0,0.0
686,687,437.0,396.0,1932.0,0.0,-0.43318409026302795,0,0.0,35,0,94,87,100,90,86,86,90,1.0,0.0
687,688,412.0,633.0,1832.0,0.0,-0.43318409026302795,0,0.0,29,0,88,71,87,85,100,78,78,1.0,0.0
688,689,0.0,687.0,6.0,1.0,-0.43318409026302795,2,1.0,0,1,88,69,76,64,90,78,80,0.0,1.0
689,690,346.0,460.0,1542.0,1.0,-0.43318409026302795,3,0.0,10,1,76,61,68,88,86,87,66,1.0,0.0
690,691,313.0,298.0,1374.0,1.0,-0.43318409026302795,1,1.0,29,1,84,66,99,80,71,88,89,0.0,1.0
691,692,8.0,588.0,24.0,1.0,-0.43318409026302795,0,1.0,17,1,96,77,91,85,69,91,91,0.0,1.0
692,693,370.0,192.0,1654.0,1.0,2.3084873670979085,10,0.0,1,1,57,75,64,85,53,95,81,1.0,0.0
693,694,278.0,456.0,1204.0,0.0,-0.43318409026302795,1,0.0,14,0,93,79,82,67,64,90,65,1.0,0.0
694,695,359.0,239.0,1602.0,1.0,-0.43318409026302795,1,0.0,24,1,88,84,61,61,79,62,99,1.0,0.0
695,696,190.0,479.0,736.0,1.0,-0.43318409026302795,2,0.0,35,1,89,99,86,97,98,97,93,1.0,0.0
696,697,313.0,667.0,1391.0,1.0,-0.43318409026302795,3,0.0,19,1,80,88,94,94,100,99,99,1.0,0.0
697,698,113.0,417.0,467.0,1.0,-0.43318409026302795,6,0.0,23,1,94,92,61,87,61,94,69,1.0,0.0
698,699,195.0,412.0,765.0,1.0,-0.43318409026302795,9,0.0,14,1,99,74,98,69,69,64,96,1.0,0.0
699,700,127.0,489.0,551.0,1.0,-0.43318409026302795,2,0.0,21,1,81,72,87,62,69,93,72,1.0,0.0
700,701,174.0,336.0,689.0,1.0,-0.43318409026302795,6,0.0,18,1,91,61,95,82,77,87,95,1.0,0.0
701,702,42.0,504.0,191.0,0.0,-0.43318409026302795,2,1.0,16,0,71,100,99,95,91,96,96,0.0,1.0
702,703,22.0,24.0,81.0,0.0,-0.43318409026302795,4,0.0,2,0,61,66,78,79,79,96,81,1.0,0.0
703,704,363.0,304.0,1625.0,1.0,-0.43318409026302795,5,1.0,16,1,87,89,60,66,79,81,65,0.0,1.0
704,705,41.0,336.0,189.0,0.0,-0.43318409026302795,0,0.0,29,0,93,69,79,78,77,73,77,1.0,0.0
705,706,359.0,166.0,1601.0,1.0,-0.43318409026302795,5,0.0,35,1,92,88,87,98,96,85,96,1.0,0.0
706,707,34.0,15.0,141.0,1.0,-0.43318409026302795,2,0.0,11,1,96,87,99,65,98,79,93,1.0,0.0
707,708,235.0,482.0,999.0,1.0,-0.43318409026302795,3,0.0,4,1,83,75,77,61,93,61,75,1.0,0.0
708,709,310.0,567.0,1330.0,0.0,-0.43318409026302795,0,0.0,15,0,78,84,79,96,76,71,71,1.0,0.0
709,710,195.0,114.0,756.0,1.0,2.3084873670979085,10,0.0,25,1,82,74,84,74,86,81,100,1.0,0.0
710,711,7.0,333.0,21.0,0.0,-0.43318409026302795,1,0.0,31,0,94,91,68,61,34,60,63,1.0,0.0
711,712,404.0,377.0,1803.0,0.0,-0.43318409026302795,7,0.0,30,0,93,73,97,89,88,63,70,1.0,0.0
712,713,385.0,7.0,1736.0,0.0,-0.43318409026302795,3,0.0,17,0,80,95,98,95,96,97,85,1.0,0.0
713,714,271.0,81.0,1174.0,0.0,-0.43318409026302795,10,0.0,0,0,55,99,71,94,69,87,84,1.0,0.0
714,715,294.0,29.0,1246.0,0.0,2.3084873670979085,2,0.0,10,0,94,71,83,76,99,95,94,1.0,0.0
715,716,250.0,127.0,1061.0,0.0,-0.43318409026302795,2,0.0,22,0,72,72,85,90,75,94,65,1.0,0.0
716,717,313.0,658.0,1390.0,1.0,-0.43318409026302795,3,0.0,16,1,98,89,75,68,87,69,96,1.0,0.0
717,718,17.0,228.0,51.0,0.0,-0.43318409026302795,2,0.0,11,0,71,98,66,65,78,81,82,1.0,0.0
718,719,250.0,446.0,1064.0,0.0,-0.43318409026302795,3,0.0,35,0,99,95,89,90,95,98,99,1.0,0.0
719,720,373.0,81.0,1658.0,1.0,-0.43318409026302795,1,0.0,25,1,97,67,86,95,65,91,76,1.0,0.0
720,721,294.0,267.0,1248.0,0.0,-0.43318409026302795,9,0.0,5,0,85,64,99,93,89,61,67,1.0,0.0
721,722,298.0,81.0,1259.0,1.0,-0.43318409026302795,2,1.0,35,1,100,88,98,90,93,95,98,0.0,1.0
722,723,448.0,345.0,1983.0,1.0,-0.43318409026302795,4,0.0,15,1,89,63,73,83,74,91,83,1.0,0.0
723,724,194.0,248.0,752.0,1.0,-0.43318409026302795,4,1.0,21,1,76,87,63,92,93,87,88,0.0,1.0
